ip_id,label,brth_yr,act_strt_dt,no_of_dpnd_chl,cis_income,crn_bal,gnd_cd,mar_st_cd,ctf_tp_cd,ocp_cd,prov
3517,0.0,1977.0,2009-07-28,0.0,42004.0,1268012.0,1.0,1.0,2.0,12,
3518,0.0,1982.0,2016-11-11,0.0,46252.0,500.0,2.0,1.0,4.0,1,อุตรดิตถ์                               
3519,0.0,1981.0,2009-12-13,0.0,41971.0,500.0,1.0,2.0,4.0,5,
3520,0.0,1983.0,2013-06-25,0.0,45825.0,500.0,2.0,1.0,3.0,5,
3521,0.0,1979.0,2011-04-08,0.0,34278.0,500.0,1.0,2.0,3.0,2,
3522,0.0,1983.0,2011-01-26,2.0,43182.0,116390.0,2.0,4.0,4.0,1,
3523,0.0,1977.0,2012-01-26,2.0,44209.0,500.0,2.0,3.0,1.0,3,
3524,0.0,1978.0,2007-12-25,0.0,38463.0,154240.0,1.0,4.0,4.0,5,ลำปาง                                   
3525,0.0,1980.0,2008-12-23,0.0,41354.0,36291.0,2.0,2.0,1.0,3,พังงา                                   
3525,0.0,1980.0,2008-12-23,0.0,41354.0,36291.0,2.0,2.0,1.0,3,ภูเก็ต                                  
3525,0.0,1980.0,2008-12-23,0.0,41354.0,36291.0,2.0,2.0,1.0,3,สุราษฎร์ธานี                            
3526,0.0,1986.0,2012-05-06,0.0,35792.0,500.0,1.0,3.0,2.0,2,
3527,0.0,1976.0,2010-06-13,0.0,41770.0,500.0,2.0,1.0,1.0,11,
3528,0.0,1986.0,2005-09-26,0.0,37573.0,500.0,1.0,3.0,5.0,6,ตราด                                    
3529,0.0,1989.0,2010-07-15,3.0,43603.0,780914.0,2.0,4.0,6.0,9,
3530,0.0,1985.0,2008-05-21,1.0,38623.0,500.0,2.0,3.0,6.0,6,นครพนม                                  
3531,0.0,1983.0,2013-04-21,0.0,42131.0,500.0,2.0,2.0,4.0,7,
3532,0.0,1971.0,2004-01-09,0.0,45191.0,500.0,1.0,3.0,6.0,3,สิงห์บุรี                               
3533,0.0,1981.0,2007-01-22,0.0,37967.0,791652.0,1.0,4.0,5.0,7,
3534,0.0,1981.0,2014-06-01,0.0,43770.0,365833.0,1.0,4.0,1.0,1,เพชรบูรณ์                               
3535,0.0,1984.0,2010-12-12,0.0,39650.0,571389.0,1.0,3.0,1.0,3,
3536,0.0,1987.0,2008-09-28,1.0,40857.0,500.0,1.0,3.0,1.0,4,
3537,0.0,1975.0,2012-08-16,0.0,43251.0,194169.0,2.0,1.0,3.0,2,
3538,0.0,1976.0,2004-06-08,0.0,43570.0,151429.0,1.0,3.0,2.0,11,
3539,0.0,1977.0,2009-10-05,0.0,47751.0,383804.0,2.0,4.0,5.0,5,
3540,0.0,1981.0,2013-10-08,0.0,41171.0,582543.0,1.0,1.0,6.0,9,
3541,0.0,1982.0,2014-02-23,1.0,47230.0,500.0,1.0,2.0,4.0,7,
3542,0.0,1980.0,2007-01-13,0.0,46803.0,316165.0,1.0,3.0,5.0,3,สิงห์บุรี                               
3543,0.0,1977.0,2011-10-18,1.0,44667.0,500.0,2.0,2.0,1.0,5,
3544,0.0,1986.0,2010-11-07,0.0,40690.0,500.0,1.0,2.0,2.0,12,นครปฐม                                  
3544,0.0,1986.0,2010-11-07,0.0,40690.0,500.0,1.0,2.0,2.0,12,บุรีรัมย์                               
3544,0.0,1986.0,2010-11-07,0.0,40690.0,500.0,1.0,2.0,2.0,12,หนองบัวลำภู                             
3545,0.0,1993.0,2010-12-13,0.0,48196.0,500.0,2.0,3.0,4.0,2,กระบี่                                  
3545,0.0,1993.0,2010-12-13,0.0,48196.0,500.0,2.0,3.0,4.0,2,ตาก                                     
3546,0.0,1979.0,2009-12-21,0.0,38567.0,34959.0,2.0,4.0,4.0,4,
3547,0.0,1987.0,2008-04-07,0.0,31953.0,500.0,2.0,2.0,2.0,2,
3548,0.0,1982.0,2006-06-02,0.0,46694.0,274406.0,2.0,3.0,1.0,4,ตาก                                     
3548,0.0,1982.0,2006-06-02,0.0,46694.0,274406.0,2.0,3.0,1.0,4,สุรินทร์                                
3549,0.0,1981.0,2006-10-07,0.0,38268.0,311586.0,1.0,3.0,6.0,1,
3550,0.0,1983.0,2005-08-06,0.0,43788.0,590738.0,1.0,1.0,3.0,7,
3551,0.0,1989.0,2008-04-20,0.0,48494.0,500.0,2.0,2.0,4.0,9,
3552,0.0,1970.0,2012-02-17,0.0,39283.0,500.0,2.0,4.0,4.0,4,กำแพงเพชร                               
3552,0.0,1970.0,2012-02-17,0.0,39283.0,500.0,2.0,4.0,4.0,4,บึงกาฬ                                  
3553,0.0,1982.0,2013-01-06,0.0,41320.0,500.0,2.0,1.0,3.0,7,อุดรธานี                                
3554,0.0,1981.0,2013-03-11,0.0,45508.0,997090.0,2.0,1.0,2.0,2,อ่างทอง                                 
3555,0.0,1979.0,2008-02-09,0.0,47984.0,500.0,2.0,1.0,6.0,4,
3556,0.0,1982.0,2006-12-25,0.0,47172.0,500.0,2.0,1.0,5.0,5,
3557,0.0,1974.0,2002-08-21,1.0,43399.0,498254.0,2.0,2.0,3.0,11,
3558,0.0,1980.0,2012-04-06,0.0,40641.0,500.0,1.0,1.0,2.0,6,
3559,0.0,1972.0,2011-12-10,0.0,43018.0,500.0,2.0,3.0,4.0,3,กำแพงเพชร                               
3559,0.0,1972.0,2011-12-10,0.0,43018.0,500.0,2.0,3.0,4.0,3,มุกดาหาร                                
3560,0.0,1976.0,2009-04-14,0.0,45692.0,500.0,1.0,1.0,5.0,1,
3561,0.0,1973.0,2009-01-21,0.0,43448.0,500.0,2.0,2.0,1.0,9,ขอนแก่น                                 
3562,0.0,1977.0,2016-06-01,0.0,38586.0,157161.0,2.0,3.0,4.0,8,นนทบุรี                                 
3563,0.0,1982.0,2018-01-11,0.0,36415.0,500.0,1.0,4.0,5.0,6,เชียงราย                                
3564,0.0,1980.0,2011-04-29,0.0,44526.0,500.0,1.0,2.0,4.0,3,สมุทรปราการ                             
3565,0.0,1977.0,2013-05-27,0.0,43141.0,500.0,2.0,4.0,2.0,2,สระแก้ว                                 
3565,0.0,1977.0,2013-05-27,0.0,43141.0,500.0,2.0,4.0,2.0,2,อ่างทอง                                 
3566,0.0,1978.0,2011-06-26,0.0,36737.0,1753041.0,2.0,2.0,1.0,9,อุดรธานี                                
3567,0.0,1973.0,2008-09-04,0.0,42897.0,13688.0,2.0,3.0,2.0,5,
3568,0.0,1973.0,2007-03-18,0.0,45030.0,500.0,2.0,1.0,6.0,4,
3569,0.0,1983.0,2009-10-16,1.0,45921.0,500.0,1.0,3.0,4.0,4,
3570,0.0,1977.0,2006-11-02,3.0,40996.0,500.0,2.0,3.0,4.0,2,
3571,0.0,1983.0,2009-03-07,0.0,34619.0,500.0,1.0,4.0,4.0,2,
3572,0.0,1981.0,2006-08-28,1.0,39031.0,500.0,1.0,3.0,6.0,7,
3573,0.0,1983.0,2006-01-15,0.0,36096.0,92903.0,1.0,2.0,5.0,5,
3574,0.0,1984.0,2009-10-24,0.0,44971.0,497762.0,2.0,2.0,1.0,4,
3575,0.0,1982.0,2008-01-03,0.0,44508.0,1991.0,2.0,2.0,3.0,2,
3576,0.0,1981.0,2008-12-28,1.0,41067.0,500.0,2.0,1.0,3.0,3,
3577,0.0,1976.0,2011-02-07,1.0,44174.0,500.0,2.0,1.0,1.0,8,บุรีรัมย์                               
3578,0.0,1973.0,2013-03-06,0.0,38795.0,500.0,1.0,2.0,5.0,11,
3579,0.0,1988.0,2011-11-06,0.0,46229.0,500.0,1.0,4.0,5.0,3,ระยอง                                   
3580,0.0,1976.0,2008-05-30,2.0,39787.0,372299.0,2.0,2.0,4.0,1,อ่างทอง                                 
3581,0.0,1979.0,2011-05-22,0.0,45807.0,500.0,1.0,4.0,6.0,7,
3582,0.0,1979.0,2010-11-28,0.0,45294.0,500.0,2.0,4.0,3.0,12,นครราชสีมา                              
3583,0.0,1984.0,2011-12-31,0.0,47931.0,500.0,2.0,4.0,4.0,9,
3584,0.0,1979.0,2010-12-03,0.0,42553.0,500.0,2.0,3.0,3.0,9,แม่ฮ่องสอน                              
3585,0.0,1982.0,2009-03-14,0.0,50444.0,500.0,2.0,2.0,3.0,1,กาฬสินธุ์                               
3585,0.0,1982.0,2009-03-14,0.0,50444.0,500.0,2.0,2.0,3.0,1,ปราจีนบุรี                              
3585,0.0,1982.0,2009-03-14,0.0,50444.0,500.0,2.0,2.0,3.0,1,ยโสธร                                   
3586,0.0,1983.0,2008-09-09,0.0,35774.0,500.0,2.0,1.0,4.0,1,นครปฐม                                  
3587,0.0,1977.0,2012-10-23,0.0,45484.0,504935.0,1.0,1.0,3.0,7,
3588,0.0,1982.0,2006-11-03,0.0,47608.0,162787.0,2.0,1.0,3.0,11,
3589,0.0,1972.0,2012-11-01,1.0,37774.0,362394.0,2.0,2.0,5.0,11,
3590,0.0,1980.0,2011-10-26,0.0,40839.0,521023.0,1.0,2.0,6.0,1,
3591,0.0,1977.0,2011-04-24,2.0,38213.0,500.0,2.0,3.0,3.0,2,
3592,0.0,1978.0,2008-04-08,0.0,41209.0,500.0,2.0,1.0,1.0,2,ปทุมธานี                                
3593,0.0,1985.0,2005-12-23,1.0,47711.0,629296.0,2.0,4.0,2.0,5,เชียงราย                                
3594,0.0,1979.0,2008-03-15,1.0,46967.0,500.0,1.0,2.0,1.0,2,
3595,0.0,1980.0,2007-01-15,1.0,43747.0,681492.0,2.0,3.0,4.0,1,
3596,0.0,1979.0,2012-03-25,0.0,37725.0,625104.0,1.0,3.0,4.0,11,ขอนแก่น                                 
3597,0.0,1983.0,2013-12-16,1.0,35900.0,203898.0,1.0,1.0,2.0,7,ตราด                                    
3598,0.0,1975.0,2010-01-30,0.0,39664.0,733628.0,1.0,2.0,6.0,11,อ่างทอง                                 
3599,0.0,1986.0,2012-06-28,0.0,43328.0,500.0,1.0,2.0,1.0,5,อุตรดิตถ์                               
3600,0.0,1986.0,2016-01-16,0.0,37007.0,229874.0,2.0,1.0,1.0,9,ขอนแก่น                                 
3600,0.0,1986.0,2016-01-16,0.0,37007.0,229874.0,2.0,1.0,1.0,9,พิษณุโลก                                
3601,0.0,1983.0,2013-09-25,1.0,45585.0,500.0,1.0,3.0,3.0,3,เชียงราย                                
3602,0.0,1984.0,2008-03-29,0.0,46270.0,500.0,2.0,1.0,5.0,8,ยโสธร                                   
3602,0.0,1984.0,2008-03-29,0.0,46270.0,500.0,2.0,1.0,5.0,8,สมุทรสาคร                               
3603,0.0,1979.0,2004-10-15,0.0,38333.0,479934.0,2.0,2.0,2.0,2,กำแพงเพชร                               
3604,0.0,1977.0,2003-04-19,1.0,38983.0,764365.0,2.0,2.0,5.0,9,
3605,0.0,1976.0,2011-10-25,0.0,46281.0,500.0,2.0,1.0,3.0,6,กระบี่                                  
3605,0.0,1976.0,2011-10-25,0.0,46281.0,500.0,2.0,1.0,3.0,6,ปัตตานี                                 
3605,0.0,1976.0,2011-10-25,0.0,46281.0,500.0,2.0,1.0,3.0,6,พังงา                                   
3605,0.0,1976.0,2011-10-25,0.0,46281.0,500.0,2.0,1.0,3.0,6,ลำพูน                                   
3606,0.0,1976.0,2009-12-20,0.0,39631.0,239095.0,1.0,1.0,1.0,5,นครราชสีมา                              
3607,0.0,1983.0,2009-06-02,0.0,40339.0,500.0,2.0,2.0,3.0,12,นครพนม                                  
3608,0.0,1997.0,2011-09-17,0.0,43435.0,500.0,1.0,4.0,3.0,8,
3609,0.0,1987.0,2012-08-30,0.0,48134.0,500.0,2.0,3.0,4.0,1,
3610,0.0,1975.0,2012-07-07,1.0,48055.0,500.0,2.0,1.0,6.0,3,
3611,0.0,1983.0,2005-03-29,0.0,47571.0,500.0,1.0,3.0,3.0,1,
3612,0.0,1971.0,2009-05-12,0.0,46036.0,500.0,1.0,1.0,1.0,11,
3613,0.0,1975.0,2007-04-12,1.0,36276.0,500.0,1.0,4.0,6.0,7,เชียงราย                                
3614,0.0,1990.0,2013-03-25,0.0,42597.0,500.0,2.0,4.0,2.0,5,สระแก้ว                                 
3615,0.0,1986.0,2009-02-15,0.0,46406.0,500.0,2.0,3.0,6.0,8,ตรัง                                    
3615,0.0,1986.0,2009-02-15,0.0,46406.0,500.0,2.0,3.0,6.0,8,อุตรดิตถ์                               
3616,0.0,1971.0,2009-08-29,0.0,41936.0,500.0,1.0,1.0,1.0,8,
3617,0.0,1979.0,2009-06-16,0.0,45019.0,500.0,2.0,4.0,4.0,6,บุรีรัมย์                               
3618,0.0,1989.0,2010-10-01,0.0,37599.0,938596.0,1.0,4.0,4.0,8,นครปฐม                                  
3618,0.0,1989.0,2010-10-01,0.0,37599.0,938596.0,1.0,4.0,4.0,8,สุรินทร์                                
3619,0.0,1979.0,2008-11-20,0.0,40679.0,500.0,2.0,1.0,5.0,9,
3620,0.0,1981.0,2011-11-07,0.0,38439.0,500.0,1.0,2.0,5.0,8,
3621,0.0,1979.0,2013-10-30,2.0,39057.0,500.0,2.0,2.0,1.0,8,
3622,0.0,1979.0,2012-08-29,0.0,50387.0,500.0,1.0,1.0,4.0,5,มุกดาหาร                                
3622,0.0,1979.0,2012-08-29,0.0,50387.0,500.0,1.0,1.0,4.0,5,ลำปาง                                   
3623,0.0,1985.0,2010-06-16,0.0,37314.0,306771.0,1.0,1.0,2.0,4,พิษณุโลก                                
3624,0.0,1983.0,2009-03-27,1.0,34991.0,440778.0,2.0,3.0,3.0,2,
3625,0.0,1983.0,2007-04-10,0.0,43585.0,500.0,2.0,3.0,4.0,8,
3626,0.0,1984.0,2009-09-22,0.0,43231.0,413994.0,1.0,1.0,5.0,3,
3627,0.0,1984.0,2010-07-20,0.0,40093.0,500.0,1.0,1.0,6.0,7,ลำพูน                                   
3628,0.0,1983.0,2009-01-21,1.0,41489.0,500.0,2.0,1.0,3.0,1,สิงห์บุรี                               
3629,0.0,1983.0,2008-04-21,2.0,46929.0,500.0,1.0,1.0,4.0,3,สุราษฎร์ธานี                            
3630,0.0,1981.0,2013-05-23,0.0,39687.0,500.0,2.0,2.0,2.0,8,
3631,0.0,1978.0,2005-06-26,2.0,41130.0,500.0,1.0,4.0,5.0,12,
3632,0.0,1974.0,2011-03-30,0.0,38323.0,430850.0,2.0,4.0,3.0,3,กาฬสินธุ์                               
3633,0.0,1983.0,2015-08-20,0.0,52375.0,22498.0,1.0,3.0,4.0,2,
3634,0.0,1976.0,2017-06-22,0.0,38669.0,309504.0,2.0,1.0,5.0,6,
3635,0.0,1984.0,2013-09-11,0.0,43939.0,364605.0,1.0,1.0,1.0,2,
3636,0.0,1977.0,2009-03-13,0.0,55163.0,500.0,1.0,1.0,6.0,5,พะเยา                                   
3636,0.0,1977.0,2009-03-13,0.0,55163.0,500.0,1.0,1.0,6.0,5,หนองบัวลำภู                             
3637,0.0,1979.0,2008-04-07,0.0,43306.0,500.0,2.0,4.0,4.0,12,
3638,0.0,1982.0,2006-11-05,0.0,40929.0,500.0,1.0,3.0,4.0,5,
3639,0.0,1968.0,2005-11-09,0.0,39989.0,500.0,1.0,4.0,5.0,2,
3640,0.0,1980.0,2014-03-24,0.0,38053.0,500.0,1.0,4.0,3.0,12,
3641,0.0,1983.0,2010-07-13,0.0,40703.0,690572.0,1.0,2.0,4.0,2,
3642,0.0,1974.0,2010-02-08,0.0,40865.0,500.0,1.0,1.0,6.0,5,บึงกาฬ                                  
3643,0.0,1977.0,2006-11-09,1.0,45938.0,696502.0,1.0,1.0,2.0,6,
3644,0.0,1981.0,2007-11-17,0.0,47859.0,714069.0,1.0,4.0,2.0,2,
3645,0.0,1983.0,2010-05-19,1.0,46104.0,500.0,1.0,2.0,4.0,5,กระบี่                                  
3645,0.0,1983.0,2010-05-19,1.0,46104.0,500.0,1.0,2.0,4.0,5,สิงห์บุรี                               
3646,0.0,1977.0,2009-01-29,0.0,42388.0,500.0,1.0,4.0,6.0,8,มุกดาหาร                                
3646,0.0,1977.0,2009-01-29,0.0,42388.0,500.0,1.0,4.0,6.0,8,ลำพูน                                   
3647,0.0,1978.0,2008-06-09,0.0,39319.0,500.0,2.0,4.0,2.0,9,นครปฐม                                  
3647,0.0,1978.0,2008-06-09,0.0,39319.0,500.0,2.0,4.0,2.0,9,ลำปาง                                   
3648,0.0,1977.0,2008-09-27,0.0,37122.0,127622.0,1.0,4.0,3.0,6,สมุทรปราการ                             
3648,0.0,1977.0,2008-09-27,0.0,37122.0,127622.0,1.0,4.0,3.0,6,สุรินทร์                                
3649,0.0,1980.0,2005-06-18,1.0,42125.0,500.0,1.0,4.0,2.0,3,ปทุมธานี                                
3650,0.0,1980.0,2015-11-16,0.0,40612.0,500.0,1.0,2.0,4.0,4,ชลบุรี                                  
3650,0.0,1980.0,2015-11-16,0.0,40612.0,500.0,1.0,2.0,4.0,4,ระนอง                                   
3651,0.0,1975.0,2006-11-03,1.0,50669.0,500.0,1.0,4.0,1.0,3,
3652,0.0,1979.0,2013-01-30,0.0,37541.0,395829.0,2.0,3.0,3.0,9,
3653,0.0,1979.0,2010-06-23,0.0,48256.0,500.0,1.0,2.0,2.0,4,สุราษฎร์ธานี                            
3654,0.0,1980.0,2011-04-12,0.0,49329.0,500.0,2.0,1.0,6.0,3,
3655,0.0,1980.0,2010-10-13,0.0,45737.0,500.0,1.0,3.0,3.0,11,
3656,0.0,1976.0,2015-04-12,0.0,38064.0,500.0,2.0,3.0,2.0,1,เชียงราย                                
3657,0.0,1981.0,2005-08-20,0.0,40479.0,19334.0,1.0,1.0,4.0,8,สิงห์บุรี                               
3658,0.0,1971.0,2013-01-31,0.0,42241.0,500.0,1.0,1.0,5.0,12,สระแก้ว                                 
3659,0.0,1988.0,2013-08-15,0.0,39743.0,500.0,1.0,4.0,4.0,1,
3660,0.0,1981.0,2012-05-22,0.0,42497.0,500.0,1.0,2.0,1.0,6,กระบี่                                  
3661,0.0,1976.0,2011-01-20,1.0,46778.0,49496.0,1.0,4.0,5.0,3,พังงา                                   
3661,0.0,1976.0,2011-01-20,1.0,46778.0,49496.0,1.0,4.0,5.0,3,เพชรบูรณ์                               
3662,0.0,1973.0,2013-01-25,0.0,54654.0,500.0,1.0,2.0,5.0,6,
3663,0.0,1984.0,2011-07-17,1.0,36155.0,500.0,2.0,1.0,1.0,12,สระแก้ว                                 
3664,0.0,1977.0,2008-05-31,4.0,38560.0,500.0,1.0,2.0,4.0,8,ระนอง                                   
3664,0.0,1977.0,2008-05-31,4.0,38560.0,500.0,1.0,2.0,4.0,8,สมุทรปราการ                             
3665,0.0,1974.0,2010-06-08,0.0,42614.0,347891.0,1.0,4.0,6.0,7,ชลบุรี                                  
3665,0.0,1974.0,2010-06-08,0.0,42614.0,347891.0,1.0,4.0,6.0,7,นครปฐม                                  
3666,0.0,1972.0,2009-10-29,0.0,47688.0,1132606.0,1.0,2.0,5.0,6,
3667,0.0,1977.0,2011-03-20,0.0,35750.0,2001486.0,1.0,2.0,2.0,9,
3668,0.0,1983.0,2007-03-22,0.0,42523.0,825845.0,2.0,2.0,4.0,3,
3669,0.0,1985.0,2009-12-23,0.0,47551.0,500.0,2.0,2.0,6.0,3,
3670,0.0,1975.0,2011-08-16,1.0,42020.0,500.0,2.0,4.0,3.0,7,สมุทรปราการ                             
3671,0.0,1979.0,2012-12-16,0.0,43165.0,131721.0,2.0,3.0,5.0,6,สุราษฎร์ธานี                            
3671,0.0,1979.0,2012-12-16,0.0,43165.0,131721.0,2.0,3.0,5.0,6,หนองบัวลำภู                             
3672,0.0,1981.0,2010-06-22,0.0,45312.0,677737.0,2.0,3.0,1.0,2,พะเยา                                   
3673,0.0,1984.0,2011-12-03,0.0,49252.0,581726.0,1.0,3.0,3.0,3,กระบี่                                  
3673,0.0,1984.0,2011-12-03,0.0,49252.0,581726.0,1.0,3.0,3.0,3,พะเยา                                   
3673,0.0,1984.0,2011-12-03,0.0,49252.0,581726.0,1.0,3.0,3.0,3,สุรินทร์                                
3674,0.0,1985.0,2008-10-26,0.0,35210.0,1157731.0,1.0,4.0,3.0,8,ภูเก็ต                                  
3675,0.0,1978.0,2013-09-07,0.0,39848.0,109437.0,2.0,4.0,6.0,9,สิงห์บุรี                               
3676,0.0,1970.0,2010-09-12,1.0,51203.0,212503.0,2.0,4.0,1.0,1,พะเยา                                   
3677,0.0,1971.0,2007-02-18,0.0,46029.0,364074.0,2.0,3.0,1.0,1,
3678,0.0,1977.0,2014-12-05,0.0,46420.0,705448.0,1.0,3.0,6.0,11,ขอนแก่น                                 
3678,0.0,1977.0,2014-12-05,0.0,46420.0,705448.0,1.0,3.0,6.0,11,ระนอง                                   
3679,0.0,1982.0,2009-08-19,0.0,40676.0,153084.0,2.0,4.0,5.0,5,
3680,0.0,1996.0,2011-03-03,0.0,36452.0,52725.0,2.0,1.0,6.0,7,
3681,0.0,1982.0,2012-04-19,0.0,45431.0,500.0,2.0,1.0,1.0,11,นราธิวาส                                
3682,0.0,1982.0,2014-07-27,2.0,48570.0,500.0,1.0,3.0,1.0,4,พังงา                                   
3683,0.0,1972.0,2007-09-22,0.0,45035.0,500.0,2.0,2.0,6.0,7,
3684,0.0,1976.0,2013-08-30,1.0,40226.0,500.0,2.0,3.0,1.0,2,ระนอง                                   
3685,0.0,1969.0,2010-11-05,0.0,41326.0,500.0,1.0,3.0,3.0,5,มุกดาหาร                                
3685,0.0,1969.0,2010-11-05,0.0,41326.0,500.0,1.0,3.0,3.0,5,เชียงราย                                
3686,0.0,1983.0,2005-03-11,1.0,43282.0,500.0,1.0,1.0,3.0,3,นครราชสีมา                              
3686,0.0,1983.0,2005-03-11,1.0,43282.0,500.0,1.0,1.0,3.0,3,ราชบุรี                                 
3687,0.0,1984.0,2013-03-16,0.0,50409.0,500.0,2.0,2.0,1.0,12,สมุทรสาคร                               
3688,0.0,1978.0,2007-01-29,0.0,45549.0,500.0,2.0,1.0,3.0,5,
3689,0.0,1969.0,2009-02-16,0.0,46414.0,500.0,1.0,2.0,6.0,8,
3690,0.0,1979.0,2015-08-06,0.0,45065.0,500.0,1.0,1.0,4.0,12,
3691,0.0,1976.0,2006-06-08,2.0,45549.0,161519.0,1.0,4.0,4.0,8,สุราษฎร์ธานี                            
3692,0.0,1982.0,2010-09-22,0.0,39880.0,939448.0,1.0,4.0,2.0,3,
3693,0.0,1973.0,2009-10-09,1.0,39725.0,500.0,1.0,4.0,4.0,7,ระนอง                                   
3694,0.0,1979.0,2012-08-29,0.0,46180.0,500.0,2.0,4.0,3.0,1,
3695,0.0,1974.0,2006-08-01,0.0,46117.0,500.0,1.0,2.0,4.0,8,
3696,0.0,1971.0,2009-01-31,0.0,39508.0,500.0,1.0,2.0,5.0,8,
3697,0.0,1979.0,2007-09-12,0.0,44908.0,299451.0,2.0,2.0,3.0,8,กาฬสินธุ์                               
3698,0.0,1981.0,2009-09-06,0.0,43027.0,500.0,2.0,4.0,2.0,1,
3699,0.0,1970.0,2010-12-25,0.0,46629.0,500.0,1.0,2.0,6.0,5,
3700,0.0,1973.0,2010-08-05,0.0,43107.0,500.0,1.0,1.0,5.0,12,
3701,0.0,1973.0,2010-07-13,1.0,46399.0,687593.0,2.0,4.0,3.0,9,ชลบุรี                                  
3702,0.0,1976.0,2011-03-25,0.0,45753.0,528754.0,2.0,1.0,1.0,1,
3703,0.0,1978.0,2011-04-11,0.0,39598.0,500.0,1.0,1.0,6.0,7,เพชรบูรณ์                               
3704,0.0,1985.0,2015-08-17,0.0,49563.0,606422.0,1.0,3.0,5.0,2,ปัตตานี                                 
3705,0.0,1982.0,2009-04-04,0.0,39161.0,516705.0,2.0,2.0,3.0,9,
3706,0.0,1976.0,2013-08-18,0.0,47286.0,149428.0,2.0,4.0,3.0,1,
3707,0.0,1977.0,2016-02-20,0.0,44552.0,500.0,2.0,2.0,3.0,4,
3708,0.0,1981.0,2018-01-11,0.0,42159.0,169194.0,2.0,1.0,5.0,2,
3709,0.0,1980.0,2008-02-27,0.0,47776.0,500.0,1.0,3.0,3.0,11,เชียงราย                                
3710,0.0,1979.0,2015-08-01,0.0,28403.0,500.0,1.0,4.0,4.0,6,ลำปาง                                   
3711,0.0,1981.0,2009-10-07,0.0,48829.0,207487.0,2.0,3.0,6.0,9,บึงกาฬ                                  
3711,0.0,1981.0,2009-10-07,0.0,48829.0,207487.0,2.0,3.0,6.0,9,มุกดาหาร                                
3711,0.0,1981.0,2009-10-07,0.0,48829.0,207487.0,2.0,3.0,6.0,9,สุรินทร์                                
3711,0.0,1981.0,2009-10-07,0.0,48829.0,207487.0,2.0,3.0,6.0,9,อุตรดิตถ์                               
3712,0.0,1980.0,2002-10-05,0.0,40170.0,500.0,1.0,4.0,2.0,1,ปัตตานี                                 
3713,0.0,1990.0,2013-04-19,0.0,36172.0,500.0,1.0,1.0,6.0,11,พังงา                                   
3714,0.0,1977.0,2006-12-30,0.0,44683.0,92138.0,1.0,4.0,4.0,6,เพชรบูรณ์                               
3715,0.0,1982.0,2013-02-25,0.0,50652.0,603515.0,2.0,3.0,5.0,2,สิงห์บุรี                               
3716,0.0,1982.0,2007-07-20,0.0,44726.0,427647.0,1.0,4.0,1.0,5,
3717,0.0,1974.0,2012-12-29,1.0,46983.0,69886.0,1.0,1.0,6.0,2,
3718,0.0,1989.0,2009-04-17,0.0,46846.0,500.0,2.0,3.0,3.0,2,เชียงราย                                
3719,0.0,1977.0,2011-03-20,0.0,41445.0,500.0,2.0,2.0,3.0,5,ตรัง                                    
3720,0.0,1977.0,2011-10-22,1.0,47346.0,500.0,1.0,4.0,2.0,5,
3721,0.0,1974.0,2014-04-15,0.0,38719.0,500.0,1.0,4.0,6.0,2,
3722,0.0,1976.0,2010-05-16,0.0,38058.0,500.0,2.0,4.0,5.0,7,
3723,0.0,1974.0,2011-05-31,0.0,43079.0,500.0,2.0,3.0,6.0,5,
3724,0.0,1977.0,2014-03-19,0.0,39914.0,500.0,2.0,4.0,3.0,4,เชียงราย                                
3725,0.0,1981.0,2011-09-04,0.0,45976.0,500.0,1.0,2.0,1.0,7,
3726,0.0,1980.0,2006-01-24,1.0,38663.0,154773.0,1.0,3.0,3.0,7,พะเยา                                   
3727,0.0,1976.0,2017-10-16,0.0,53183.0,743327.0,2.0,2.0,5.0,2,
3728,0.0,1979.0,2012-05-12,0.0,43523.0,366369.0,2.0,4.0,5.0,11,
3729,0.0,1973.0,2009-12-11,0.0,41808.0,500.0,2.0,2.0,3.0,5,อุตรดิตถ์                               
3730,0.0,1978.0,2013-09-14,0.0,38028.0,305126.0,1.0,4.0,2.0,8,
3731,0.0,1978.0,2013-05-17,0.0,42062.0,500.0,2.0,3.0,2.0,4,ลำปาง                                   
3731,0.0,1978.0,2013-05-17,0.0,42062.0,500.0,2.0,3.0,2.0,4,สิงห์บุรี                               
3732,0.0,1973.0,2011-01-27,0.0,39822.0,500.0,1.0,1.0,4.0,2,
3733,0.0,1976.0,2012-07-26,1.0,41128.0,203061.0,2.0,2.0,4.0,3,
3734,0.0,1981.0,2008-08-27,1.0,44674.0,740820.0,1.0,1.0,5.0,11,บึงกาฬ                                  
3735,0.0,1978.0,2015-06-20,0.0,40778.0,808751.0,2.0,1.0,3.0,9,บุรีรัมย์                               
3736,0.0,1982.0,2012-12-20,1.0,46541.0,347369.0,2.0,3.0,3.0,2,นครราชสีมา                              
3736,0.0,1982.0,2012-12-20,1.0,46541.0,347369.0,2.0,3.0,3.0,2,แม่ฮ่องสอน                              
3737,0.0,1972.0,2008-03-05,0.0,42333.0,738940.0,2.0,3.0,1.0,1,
3738,0.0,1978.0,2006-09-07,1.0,35850.0,95635.0,2.0,2.0,6.0,5,
3739,0.0,1979.0,2012-12-06,1.0,42258.0,645921.0,1.0,2.0,3.0,4,นนทบุรี                                 
3739,0.0,1979.0,2012-12-06,1.0,42258.0,645921.0,1.0,2.0,3.0,4,มุกดาหาร                                
